price,status,area,rate per sqft,property type,locality,builder name,rera approval,bhk_count,society,company name,flat type,price_tier,price_cr
28000000,ready to move,2150,13023,3 bhk apartment in emaar the enclave,sector 66,star homz,not approved by rera,3,emaar the enclave,emaar,apartment,premium,2.8
31400000,under construction,2516,12480,4 bhk apartment,sector 103,star homz,not approved by rera,4,outside socity,outside,plot,premium,3.14
29400000,under construction,2355,12484,3 bhk apartment,sector 103,star homz,not approved by rera,3,outside socity,outside,plot,premium,2.94
18500000,under construction,1875,9866,3 bhk apartment,sector 103,buy market place,not approved by rera,3,outside socity,outside,plot,value-mid,1.85
15000000,ready to move,3200,4687,4 bhk independent floor,palam vihar,urban huts realty,not approved by rera,4,outside socity,outside,plot,value-mid,1.5
5188000,ready to move,500,10377,2 bhk independent house,sector 105,urban huts realty,not approved by rera,2,outside socity,outside,plot,budget,0.5188
5199000,ready to move,450,11555,2 bhk independent house,sector 105,urban huts realty,not approved by rera,2,outside socity,outside,plot,budget,0.5199
5999000,under construction,500,11999,2 bhk independent house,sector 105,goga properties,not approved by rera,2,outside socity,outside,plot,budget,0.5999
2364000,ready to move,650,3638,2 bhk apartment,sector 105,urban homes,not approved by rera,2,outside socity,outside,plot,budget,0.2364
21000000,ready to move,1611,13035,3 bhk independent floor in trehan luxury floors 71,sector 71,home,not approved by rera,3,trehan luxury floors 71,trehan,floor,value-mid,2.1
27000000,ready to move,2150,12558,3 bhk apartment in bestech park view altura,sector 79,property in gurgaon,not approved by rera,3,bestech park view altura,bestech,apartment,premium,2.7
25200000,ready to move,2015,12506,3 bhk apartment in bestech park view altura,sector 79,properties for sale in gurgaon,not approved by rera,3,bestech park view altura,bestech,apartment,premium,2.52
22500000,ready to move,1463,15379,2 bhk apartment in ireo uptown,sector 66,aadmire real estate,not approved by rera,2,ireo uptown,ireo,apartment,value-mid,2.25
21500000,ready to move,1800,11944,3 bhk independent floor in uppal southend,sector 49,aadmire real estate,not approved by rera,3,uppal southend,uppal,floor,value-mid,2.15
25000000,ready to move,2224,11241,4 bhk apartment in eros wembley premium tower,sector 49,aadmire real estate,not approved by rera,4,eros wembley premium tower,eros,apartment,premium,2.5
43000000,under construction,3400,12647,4 bhk independent floor in eros rosewood city,sector 49,aadmire real estate,approved by rera,4,eros rosewood city,eros,floor,ultra-luxury,4.3
45000000,under construction,3400,13235,4 bhk independent floor in eros rosewood city,sector 49,aadmire real estate,approved by rera,4,eros rosewood city,eros,floor,ultra-luxury,4.5
23000000,ready to move,1805,12742,3 bhk apartment in orchid petals,sector 49,aadmire real estate,not approved by rera,3,orchid petals,orchid,apartment,premium,2.3
24500000,ready to move,2906,8430,3 bhk independent floor,palam vihar,aadmire real estate,not approved by rera,3,outside socity,outside,plot,premium,2.45
6500000,under construction,1450,4482,2 bhk apartment in ild greens,sector 37c,the dreams property,approved by rera,2,ild greens,ild,apartment,budget,0.65
8300000,ready to move,1007,8242,2 bhk apartment in godrej oasis,sector 88a,the dreams property,not approved by rera,2,godrej oasis,godrej,apartment,budget,0.83
5600000,ready to move,1350,4148,2 bhk apartment in ild greens,sector 37c,the dreams property,not approved by rera,2,ild greens,ild,apartment,budget,0.56
30500000,ready to move,2587,11789,3 bhk apartment in bptp freedom park life,sector 57,home,not approved by rera,3,bptp freedom park life,bptp,apartment,premium,3.05
42500000,ready to move,3240,13117,4 bhk independent house in suncity sun city,sector 54,property in gurgaon,not approved by rera,4,suncity sun city,suncity,house,ultra-luxury,4.25
68500000,ready to move,4500,15222,4 bhk independent floor in dlf phase 2,sector 25,properties for sale in gurgaon,not approved by rera,4,dlf phase 2,dlf,floor,ultra-luxury,6.85
70300000,ready to move,4500,15622,4 bhk independent floor in dlf phase 2,sector 25,aadhunik estates,not approved by rera,4,dlf phase 2,dlf,floor,ultra-luxury,7.03
21000000,under construction,2400,8750,3 bhk apartment in assotech blith,sector 99,aadhunik estates,approved by rera,3,assotech blith,assotech,apartment,value-mid,2.1
23000000,under construction,2550,9019,4 bhk apartment in navraj the antalya,sector 37d,aadhunik estates,approved by rera,4,navraj the antalya,navraj,apartment,premium,2.3
50000000,ready to move,3600,13888,4 bhk independent house,sector 4,aadhunik estates,not approved by rera,4,outside socity,outside,plot,ultra-luxury,5.0
34500000,ready to move,1500,23000,3 bhk independent floor in dlf exclusive floors,sector 54,busy street consultants,not approved by rera,3,dlf exclusive floors,dlf,floor,premium,3.45
29900000,ready to move,3240,9228,4 bhk independent floor in suncity sun city,sector 54,busy street consultants,not approved by rera,4,suncity sun city,suncity,floor,premium,2.99
21200000,ready to move,1261,16812,2 bhk apartment in m3m skycity,sector 65,aadhunik estates,not approved by rera,2,m3m skycity,m3m,apartment,value-mid,2.12
29300000,ready to move,3240,9043,4 bhk independent floor in suncity sun city,sector 54,aadhunik estates,not approved by rera,4,suncity sun city,suncity,floor,premium,2.93
29700000,ready to move,3240,9166,4 bhk independent floor,sector 54,aadhunik estates,not approved by rera,4,outside socity,outside,plot,premium,2.97
60000000,ready to move,2440,24590,3 bhk apartment in pioneer park presidia,sector 62,aadhunik estates,not approved by rera,3,pioneer park presidia,pioneer,apartment,ultra-luxury,6.0
29500000,ready to move,3150,9365,4 bhk independent floor in suncity township,sector 54,aadhunik estates,not approved by rera,4,suncity township,suncity,floor,premium,2.95
29800000,ready to move,2004,14870,3 bhk apartment in m3m skycity,sector 65,aadhunik estates,not approved by rera,3,m3m skycity,m3m,apartment,premium,2.98
34800000,ready to move,1550,22451,3 bhk independent floor in dlf exclusive floors,sector 54,aadhunik estates,not approved by rera,3,dlf exclusive floors,dlf,floor,premium,3.48
34700000,ready to move,1550,22387,3 bhk independent floor in dlf exclusive floors,sector 54,aadhunik estates,not approved by rera,3,dlf exclusive floors,dlf,floor,premium,3.47
29700000,ready to move,3150,9428,4 bhk independent floor in suncity sun city,sector 54,home,not approved by rera,4,suncity sun city,suncity,floor,premium,2.97
21500000,ready to move,1516,14182,2 bhk apartment in m3m skycity,sector 65,property in gurgaon,not approved by rera,2,m3m skycity,m3m,apartment,value-mid,2.15
34900000,ready to move,1550,22516,3 bhk independent floor in dlf exclusive floors,sector 54,properties for sale in gurgaon,not approved by rera,3,dlf exclusive floors,dlf,floor,premium,3.49
21500000,ready to move,1261,17049,2 bhk apartment in m3m skycity,sector 65,aadhunik estates,not approved by rera,2,m3m skycity,m3m,apartment,value-mid,2.15
21300000,ready to move,1261,16891,2 bhk apartment in m3m skycity,sector 65,aadhunik estates,not approved by rera,2,m3m skycity,m3m,apartment,value-mid,2.13
11500000,ready to move,1365,8424,2 bhk apartment in assotech blith,sector 99,aadhunik estates,not approved by rera,2,assotech blith,assotech,apartment,budget,1.15
12500000,ready to move,2053,6088,4 bhk apartment in sare green parc 3,sector 92,aadhunik estates,not approved by rera,4,sare green parc 3,sare,apartment,value-mid,1.25
21500000,under construction,2835,7583,4 bhk apartment in assotech blith,sector 99,aadhunik estates,approved by rera,4,assotech blith,assotech,apartment,value-mid,2.15
28000000,under construction,2750,10181,3 bhk apartment in vatika sovereign park,sector 99,busy street consultants,approved by rera,3,vatika sovereign park,vatika,apartment,premium,2.8
34600000,ready to move,3150,10984,4 bhk apartment in ats triumph,sector 104,busy street consultants,not approved by rera,4,ats triumph,ats,apartment,premium,3.46
28500000,ready to move,2450,11632,3 bhk apartment in puri emerald bay,sector 104,busy street consultants,not approved by rera,3,puri emerald bay,puri,apartment,premium,2.85
46400000,under construction,2700,17185,3 bhk apartment in elan the presidential,sector 106,busy street consultants,approved by rera,3,elan the presidential,elan,apartment,ultra-luxury,4.64
25200000,ready to move,2290,11004,3 bhk apartment in ats triumph,sector 104,busy street consultants,not approved by rera,3,ats triumph,ats,apartment,premium,2.52
75500000,under construction,4495,16796,5 bhk apartment in elan the presidential,sector 106,busy street consultants,approved by rera,5,elan the presidential,elan,apartment,ultra-luxury,7.55
41900000,under construction,2280,18377,3 bhk apartment in puri diplomatic residences,sector 111,busy street consultants,approved by rera,3,puri diplomatic residences,puri,apartment,ultra-luxury,4.19
43700000,under construction,2380,18361,3 bhk apartment in puri diplomatic residences,sector 111,busy street consultants,approved by rera,3,puri diplomatic residences,puri,apartment,ultra-luxury,4.37
41100000,under construction,2450,16800,3 bhk apartment in elan the presidential,sector 106,busy street consultants,approved by rera,3,elan the presidential,elan,apartment,premium,4.11
50700000,under construction,3075,16500,4 bhk apartment in elan the presidential,sector 106,busy street consultants,approved by rera,4,elan the presidential,elan,apartment,ultra-luxury,5.07
28500000,ready to move,2290,12445,3 bhk apartment in puri diplomatic residences,sector 111,busy street consultants,not approved by rera,3,puri diplomatic residences,puri,apartment,premium,2.85
58300000,under construction,3395,17200,4 bhk apartment in elan the presidential,sector 106,home,approved by rera,4,elan the presidential,elan,apartment,ultra-luxury,5.83
67600000,under construction,4075,16600,5 bhk apartment in elan the presidential,sector 106,property in gurgaon,approved by rera,5,elan the presidential,elan,apartment,ultra-luxury,6.76
25500000,ready to move,2160,11805,3 bhk independent floor in raheja south city 1 floors,sector 41,properties for sale in gurgaon,not approved by rera,3,raheja south city 1 floors,raheja,floor,premium,2.55
45000000,ready to move,3618,12437,4 bhk independent floor,sushant lok,busy street consultants,not approved by rera,4,outside socity,outside,plot,ultra-luxury,4.5
15000000,ready to move,1640,9146,3 bhk apartment in bestech park view ananda,sector 81,busy street consultants,not approved by rera,3,bestech park view ananda,bestech,apartment,value-mid,1.5
16000000,ready to move,2100,7619,3 bhk apartment in orris aster court premier,sector 85,aadhunik estates,not approved by rera,3,orris aster court premier,orris,apartment,value-mid,1.6
17500000,ready to move,1400,12500,2 bhk apartment in godrej air phase i,sector 85,aadhunik estates,not approved by rera,2,godrej air phase i,godrej,apartment,value-mid,1.75
27000000,ready to move,2200,12272,3 bhk villa in silverglades tarudhan valley golf resort,sector 79,jsr associte,not approved by rera,3,silverglades tarudhan valley golf resort,silverglades,villa,premium,2.7
59000000,ready to move,3112,18958,4 bhk apartment in m3m golf estate,sector 65,jsr associte,not approved by rera,4,m3m golf estate,m3m,apartment,ultra-luxury,5.9
12500000,ready to move,1950,6410,3 bhk apartment in shree vardhman flora,sector 90,jsr associte,not approved by rera,3,shree vardhman flora,shree,apartment,value-mid,1.25
20000000,ready to move,1836,10893,3 bhk independent floor,sector 15,jsr associte,not approved by rera,3,outside socity,outside,plot,value-mid,2.0
13000000,ready to move,1800,7222,3 bhk independent floor,sector 9,jsr associte,not approved by rera,3,outside socity,outside,plot,value-mid,1.3
15900000,ready to move,2090,7607,4 bhk apartment,sector 92,jsr associte,not approved by rera,4,outside socity,outside,plot,value-mid,1.59
9500000,ready to move,1298,7318,3 bhk apartment in sare crescent green park,sector 92,n s associates,not approved by rera,3,sare crescent green park,sare,apartment,budget,0.95
9400000,ready to move,1298,7241,3 bhk apartment in sare crescent green park,sector 92,n s associates,not approved by rera,3,sare crescent green park,sare,apartment,budget,0.94
9000000,ready to move,1440,6250,3 bhk apartment,sector 82,rajendra singh negi,not approved by rera,3,outside socity,outside,plot,budget,0.9
12500000,ready to move,1818,6900,3 bhk apartment in dlf regal gardens,sector 90,rajendra singh negi,not approved by rera,3,dlf regal gardens,dlf,apartment,value-mid,1.25
11800000,ready to move,1262,5300,3 bhk apartment in ashiana anmol,sector 33 sohna,rajendra singh negi,not approved by rera,3,ashiana anmol,ashiana,apartment,budget,1.18
10900000,ready to move,1180,5300,3 bhk apartment in ashiana anmol,sector 33 sohna,proptiger,not approved by rera,3,ashiana anmol,ashiana,apartment,budget,1.09
7222000,ready to move,780,5300,2 bhk apartment in ashiana anmol,sector 33 sohna,home,not approved by rera,2,ashiana anmol,ashiana,apartment,budget,0.7222
6762000,ready to move,1530,4420,3 bhk apartment in ashiana anmol,sector 33 sohna,property in gurgaon,not approved by rera,3,ashiana anmol,ashiana,apartment,budget,0.6762
6453000,ready to move,1460,4420,3 bhk apartment in ashiana anmol,sector 33 sohna,properties for sale in gurgaon,not approved by rera,3,ashiana anmol,ashiana,apartment,budget,0.6453
5083000,ready to move,1150,4420,2 bhk apartment in ashiana anmol,sector 33 sohna,proptiger,not approved by rera,2,ashiana anmol,ashiana,apartment,budget,0.5083
9116000,ready to move,1720,5300,3 bhk apartment in ashiana anmol,sector 33 sohna,proptiger,not approved by rera,3,ashiana anmol,ashiana,apartment,budget,0.9116
6757000,ready to move,1275,5300,2 bhk apartment in ashiana anmol,sector 33 sohna,proptiger,not approved by rera,2,ashiana anmol,ashiana,apartment,budget,0.6757
7041000,ready to move,1275,4600,2 bhk apartment in ashiana anmol,sector 33 sohna,proptiger,not approved by rera,2,ashiana anmol,ashiana,apartment,budget,0.7041
9301000,ready to move,1720,5408,3 bhk apartment in ashiana anmol,sector 33 sohna,proptiger,not approved by rera,3,ashiana anmol,ashiana,apartment,budget,0.9301
8840000,ready to move,2000,4420,3 bhk apartment in ashiana anmol,sector 33 sohna,proptiger,not approved by rera,3,ashiana anmol,ashiana,apartment,budget,0.884
10300000,ready to move,1960,5300,3 bhk apartment in ashiana anmol,sector 33 sohna,proptiger,not approved by rera,3,ashiana anmol,ashiana,apartment,budget,1.03
4592000,ready to move,1039,4420,3 bhk apartment in ashiana anmol,sector 33 sohna,proptiger,not approved by rera,3,ashiana anmol,ashiana,apartment,budget,0.4592
